"x1","x2"
3.81443478431,6.35301287745
5.1706319511,7.0917546505299995
3.67642123601,5.983655651059999
2.50459737647,4.74065591631
3.9248518638300003,6.81923367552
4.17731898942,8.479133419650001
3.5395868523500003,7.111149590510001
3.35521122606,4.64718848132
6.03940660811,10.0591808671
4.82657119954,6.61034286839
4.89142882866,9.22457275096
5.94575785102,9.88196753638
4.73833573934,8.86137254518
2.85712834105,5.92160792686
2.8511641436199997,5.97469467871
3.9788273571900006,6.79887574393
5.483295076159999,10.0230736781
3.3837032023900004,6.01833914909
4.71736030446,6.3123222276
4.13390126175,5.84030092395
2.0599285107,4.7492826984
3.11295717724,6.62296353152
4.227949421580001,6.84156132635
4.00549445509,6.761915566590001
4.398309619040001,8.96855718738
4.537082462130001,6.90847934763
5.762336556139999,9.27869269073
3.45564462261,4.45487905897
2.5466293162900002,4.57601062288
3.46546457738,7.8028571075199995
3.5609077147000003,5.375372299380001
5.415517696269999,9.80702236089
4.3230127933,8.05789694976
4.338400264690001,6.1235515443
5.0587401789,8.89685330042
5.324397777830001,7.628124450960001
3.88726156871,6.56231110639
4.89262734594,6.643570416719999
3.2918134237400003,7.682596611930001
3.3683115702599995,6.57338884235
3.32209549292,5.67173635844
4.707154883409999,8.560832728
4.234270819790001,7.14576170362
3.67899815311,6.07488980832
3.9383191735,6.0483437992799995
3.4540515560800005,6.93148327911
3.9580863996099995,6.84258066014
3.6999778579300004,5.856849701950001
4.05008677384,6.68490030015
4.39395942408,7.25031988625
2.60757467632,5.54259486231
2.1790978500400002,4.80868937037
4.1626258934300004,8.059844820739999
4.3447745502699995,7.661770431060001
4.80144466329,7.32479113352
4.00210634814,7.226938675739999
3.11796667097,7.36086128421
4.10080473881,7.978725031830001
1.8395525373400003,3.97395837114
3.7949929831900002,7.47391236754
2.7217805091600002,5.21247581438
4.03457798496,7.237597424189999
4.15199995254,6.92121697977
3.1402865521599996,4.38620770325
3.00379574862,4.6844839099
4.58910037554,7.6331032822100005
4.02624176375,6.60953085332
2.47868396932,4.86413921595
5.36382943393,8.1008730172
2.36019744755,3.5413603690199995
3.13666390626,5.58018970735
3.19568373801,6.24800336632
3.87684683421,6.4988514164
4.03049213241,7.00876463565
2.12292912632,5.170982126569999
5.572640710419999,8.92659108459
4.63292452157,6.7387689345
3.5712282998400005,4.9806542359099994
4.03570405694,7.7197140311600005
4.53464243874,7.97350562754
2.0267085744999997,3.7614542154300006
3.4540416094,4.93404675997
3.04972513802,4.47277098828
4.72495411797,7.308192996130001
3.81285850727,7.1467760363499995
6.08720536674,9.69138984601
2.11652969186,3.65885779059
3.27673244335,5.2258509149900005
4.1862425666,7.175845079189999
4.25812470502,7.92154442398
3.18305657723,4.531699927119999
5.391700710399999,8.0391668754
3.23401650958,6.81686138053
4.7058268994,7.553967134760001
3.52291713545,6.26269462365
2.1698792862,3.54462228455
4.29793892902,6.2070234936
3.39146976384,4.62995004267
3.8328440378400006,6.77147846567
2.5062179102599997,3.8850333243599997
3.4709701393900003,5.481431887159999
4.07772106308,7.04196203028
4.03762115096,6.6543387053
3.60031573681,6.72159891816
3.4730609007099997,6.29741318094
3.68166927834,5.6936039240600005
4.766007536519999,8.611126721729999
4.75689422356,9.40423224483
3.4538142431199996,6.73669522829
2.11266023897,4.04533391519
2.32995824478,4.91521738595
3.8278496729600002,6.695787231510001
4.00904911375,6.81822476176
5.80025049411,8.803780130349999
5.23422045797,8.8622028034
2.10086683308,3.59518779081
3.19467496226,4.160143107890001
3.5115296346699996,7.10058783219
3.93393955426,6.95142560702
4.82007933611,7.88371659893
3.7360444652800004,5.75719630237
4.3211645041,6.2084419540799995
3.5430154796499997,6.49443957071
3.7543555009599996,7.5973711025699995
5.53289900339,8.81823712882
3.55581196448,7.40148197875
4.840281183969999,8.46573587752
5.29161928052,7.292287837180001
4.00972589779,6.938948675750001
4.01829084858,6.45539723936
3.0219861390400005,5.54247044852
3.56186465298,4.617767290430001
4.72410835523,7.20992549712
3.99560161121,7.0671870076
4.28647786745,5.6788076394700004
4.56471610861,7.873242526169999
3.06847818237,5.47223254664
3.3092450862400002,6.852799456690001
2.17836294445,3.71702342811
3.5723158163099997,6.546950041950001
4.761657570950001,9.12900972313
4.85837967424,9.31189799069
4.76047175479,8.56632735761
4.34120373546,8.88724855613
5.464987001030001,9.90260533502
4.2283603446199995,7.0432339077499995
5.6025927773,9.20522758798
2.9754183925300004,6.65712961315
4.00196233738,6.92990846645
3.28954067398,6.076803260989999
2.99943440924,4.8570356085
5.14794299286,8.17877024466
4.366589383419999,8.83876851867
3.4916787532599995,8.00137151677
3.8857450636400004,6.660518758209999
4.40973680255,8.28284360006
4.26567184852,6.21055999702
4.46657814039,8.75655442383
4.0276379388,7.00464202389
4.0405126109300005,7.127758553110001
3.2281190333499996,5.73241672733
3.75846193621,6.3636544509
4.74881370605,7.796187113889999
5.283878012380001,9.09888668477
2.31973463658,4.34895965849
3.7163774500199995,6.51294010959
3.6905852916,5.90276557778
3.5248500374400002,7.72478268987
2.4023252503599997,4.59870007209
4.35895016703,5.94805962472
4.9237417047,7.8846845837
3.9385830494599996,6.779657917540001
4.31609899139,7.12328798915
4.86629758989,8.97851930779
5.103272399030001,9.31631508111
3.74160937694,7.467707665669999
4.3680878302999995,7.80273237268
5.59106516167,9.03936932957
4.17140494263,7.32770278087
5.0234891071900005,8.49616213273
2.2683849004299996,5.46197326874
3.5661008047000005,4.81050999194
5.78159231759,10.1523146007
4.188306170580001,6.66255656168
4.6773618504400005,7.568307840239999
2.81207398778,5.352028784740001
3.2793151312299997,5.43385505897
4.207938067240001,7.35734373111
4.0659939105400005,8.58361802516
5.33343249698,7.660665912030001
3.7099265347800006,7.86194073403
4.24382577108,7.79129763413
3.79246226429,7.91910590421
3.5359803546699995,5.76529874727
4.3360164147099995,7.4276262727199995
3.2228673295999997,6.44573091495
3.4834800036300004,5.82614905023
4.80107595968,8.67150028046
4.9328716547500004,7.95591271625
5.11958998614,8.3385506035
4.565335270119999,6.926268481439999
3.28923948862,6.29359487903
4.63803891031,7.8467846978699995
3.7748576796300006,6.075431408280001
3.8714975134599996,6.59125787818
4.64737536893,9.355785498069999
3.48586846374,6.50194603726
3.55838687945,6.94800746137
4.21064560311,7.54904850038
4.5460000538,8.6191940402
3.9222133128699994,7.547505792689999
5.72002094366,9.65551661233
4.26065843281,8.0190549451
2.37984047491,4.16124883513
3.08108516296,6.498717234419999
5.0289016444,8.71067550987
3.3945953883099995,5.2289311860100005
3.9692466092400003,6.714365890240001
4.398682185169999,7.019773858510001
3.8280306797800003,6.804699457309999
3.76341459123,6.18512988697
4.51936351293,8.96782782526
3.70215684417,6.84599542646
2.97431115614,6.2113133099099995
4.42081139231,7.561156712989999
4.420209989619999,7.76437870635
4.95151215188,9.04161125853
3.93933020125,7.07050819759
2.60516220408,3.7589652915099996
3.73051970067,7.6629911464300005
4.37736077573,8.59013908339
3.2713693422900003,5.26601765168
4.62451760659,8.464268467739998
5.30241954057,9.33078950278
3.7909487578,6.76599187896
4.71617194262,9.27266460209
4.0292195351,6.92229520147
4.03103366638,6.86466400739
3.91373482814,5.630159891619999
3.80033163316,5.56884243553
5.03316490125,8.183525169460001
5.83226479393,10.2662000888
4.35989384738,8.99751703329
4.00850248181,8.08370719005
2.8638916663700003,4.85108540112
4.50909739749,6.8515889652999995
3.6411101776699994,6.91801079177
3.15119717599,5.57021041263
2.79110831121,5.639470881189999
3.84647944615,6.341898802509999
3.9561705274400003,6.487438190700001
2.46690229319,5.18546410094
4.22712063504,6.415457887430001
4.0210080153500005,6.97508514138
4.9990498817199995,8.15723743423
3.99062843496,6.880202397080001
1.90103466354,4.1507880965099995
4.90560752356,7.362009195810001
4.21781788812,6.3973052500600005
4.01801326502,7.05849512342
3.77915128339,6.3795725689900005
3.88503644367,6.65099084415
3.4864652446699993,6.56510468294
4.53999421704,6.24561785211
3.10969301903,5.72788273772
3.4432742256099997,6.321238780730001
5.09262618999,9.79220913608
3.6634742143400003,6.57594949314
3.36720777198,5.32253742202
4.4017591428600005,9.0909302766
4.073468619090001,6.835382105140001
3.93208650945,5.53149935538
2.89362622925,4.80260571772
3.9655597970199996,6.302873193280001
3.3091104599400003,5.37240734994
3.97299654886,6.87314047333
4.79269549523,6.8655637476199995
5.69682950543,8.69736545357
3.04001570941,4.97598728925
2.66259004622,3.6578321708199995
3.06673491766,5.36573624857
2.18861640697,4.966651875209999
4.24433296535,7.487352893150001
3.0547117594700004,5.36804148091
5.83962261923,9.901087213239999
4.1800735832800004,7.9205779626999995
4.1748468886,7.79921529148
2.2055560673900003,3.6323238149800003
3.03071448241,4.8796447803600005
3.8194275008699994,6.31313744144
3.0932454722400005,4.73025905335
4.5024076619,6.535706545650001
4.597279969290001,7.0590509813399995
3.24914762446,6.0377030534700005
2.95679669497,7.003298096669999
5.3299430943,7.38561418097
3.10137347046,4.834127623780001
4.026482613680001,7.237791400239999
3.25714596889,4.49561852411
4.12006894599,5.700547715650001
5.11162900759,8.2398671572
3.4125451493199996,5.996374048810001
3.12686734753,6.888512552330001
3.6002875196099997,6.39245044801
4.01965389247,6.23518491729
4.1753658341,7.30146922488
1.9257309980500001,4.58581292266
4.29564824227,8.70645778614
4.68167934808,6.217490376980001
5.3375075873,9.975977405730001
3.8799410764599997,6.91768821362
2.5229511698800002,3.7514985508699996
4.658355274280001,6.128347259550001
3.46772959184,7.334601975089999
3.4423685001199997,6.5690432559500005
4.6196580987,7.31191119506
2.94994106871,6.584687928919999
4.44277010306,7.8869906873
5.08622131102,7.76421139854
3.08077748746,6.3622793282700005
4.04185526382,7.40824637344
3.29990535352,5.70501532954
3.78737239116,7.54420636723
4.02002729373,6.78800319329
2.40766365133,5.59999146085
4.47789503877,7.54070503572
3.58291847453,8.056212503280001
4.583204521080001,9.23374637242
3.37402870566,6.28688201569
5.11351110427,8.78944886179
4.02750805634,6.40753236921
4.4228882046499995,8.177130114939999
4.15505363395,7.16671809382
3.5114895853699992,7.711700147979999
3.4774161421099996,6.85958543019
4.62837710143,7.8698835138300005
4.49894790826,8.863494974930001
4.4598444491,8.346697324239999
4.495092511469999,6.58307914484
3.58622071856,4.96673268085
4.00245384784,5.43448630595
3.75254249324,6.556544238430001
4.8548205735900005,8.42844921476
4.4281449092,8.89202566499
2.9083636678600002,4.533097252769999
5.54860401722,8.98697738985
4.11539647357,7.33366705495
4.67724888803,7.146490791719999
5.27728239524,10.1076546271
2.41847024725,5.336515433680001
4.69189956518,9.22404321994
3.41603531767,4.76257343321
2.70754748291,6.0782258663
3.9985534881099998,5.7326856695
4.27444034238,5.55430494469
3.6973110649699996,6.45415783564
3.4343191232300003,4.68840335131
3.5995482885000003,6.95160057065
3.9032471389199994,5.9626208181900004
3.9523289698900004,6.781839553969999
4.6185826930300005,7.390995450619999
3.79386431125,6.263229197669999
4.248748802,8.99081160298
4.941976445369999,8.61620163037
3.72585091264,6.74167753699
3.9529140303199997,6.772221290469999
3.5251939606900002,7.823651857080001
2.88060343592,5.99308806472
3.6437516770599996,6.6747737457700005
5.24119205387,9.81871736211
5.3803690585099995,9.20792609063
3.5724023667400004,5.78513106992
4.591848050069999,7.55048052501
3.64256991705,7.807024641080001
5.664405089880001,9.365917418610001
4.49964926946,6.95105939955
3.84811978775,6.86093521271
4.45871632619,8.18539404157
4.98709640292,9.13273125036
4.04519031414,7.142888244450001
4.60667757688,8.04278700537
3.608630469,7.01309359815
4.0086751983,7.00700119038
3.15187183644,7.30591375541
4.57571108394,6.77269254632
5.5006034568499995,9.4348454816
4.29762074357,8.42937762889
3.4208435743299996,5.4643933072
4.1681877717,7.22091801008
2.7430924505900003,4.74705064566
3.82383546548,6.630552584269999
6.071132885599999,9.58917825289
3.42538096913,6.36112397518
6.0726746903799995,10.211070059299999
2.7812436538,4.36824333741
3.45644111542,6.31477728018
3.7782266742000004,7.6604033971100005
4.66400603579,7.80954864644
2.20033574275,3.5836658927699996
5.8781125008,8.863008619219999
4.218258435280001,8.13706461925
3.0017576901200003,5.894394362590001
5.5771617545500005,9.32865460256
5.014815172860001,9.51387262049
4.09321510472,6.810477462070001
5.56971459034,9.25588333421
2.10146458977,3.95281258428
4.41113684477,7.987069739680001
4.184691966530001,7.792562598510001
3.9037458297900005,6.81181959022
6.1146092546399995,10.049193238700001
2.4987947883099997,4.41313809393
3.85109163944,5.0411328624400005
2.77943710573,5.0434084312900005
4.1483959491,7.44093030922
4.31909097084,6.74140039087
4.479032490930001,8.421778853110002
3.5661830940900003,6.808523269859999
5.567882446919999,8.17305968946
5.947147380569999,9.854207225369999
4.17355057383,7.73214301875
3.5271543739199998,5.64998916109
3.00504284715,6.41665765092
4.25775545402,7.3579628257200005
5.48428199505,8.13784457694
3.93399144979,6.47357782685
4.62248566598,6.9550030413399995
3.32864173996,6.07022818151
3.86415915878,6.62115742128
3.99566021623,6.62103562377
4.007741745330001,6.70501650107
4.80037097684,8.51394645711
4.49209592167,6.74464229962
5.7164013312,8.1603840207
2.95258503443,5.223703363269999
4.29105377934,7.502159820489999
3.7586648770199997,5.602071055580001
4.04784929991,6.2759797751
5.94031031389,8.79604257986
3.5738670210400003,6.02082395322
3.5264762882199996,6.45424385384
4.04760594014,7.00362884775
4.0190292551899995,6.85382593711
3.6908032544199996,8.311441348999999
4.03897042464,7.046910694299999
2.9162665697099994,4.5323850489
2.8198251122099998,4.15590285014
2.7477335205199998,4.01679698453
3.3714149876499997,7.4376463495700005
4.504020406,7.05648877493
3.21815057232,5.54119148793
5.13714806395,10.0063813747
3.3965874491,6.20238742365
3.9302819785,6.69325822362
4.172276610380001,7.2709987195600005
3.34462854481,7.18649700337
4.37229979819,8.94492742311
3.9709965534500005,7.2244218637
3.14784834918,7.2641715084800005
3.88675426024,6.67748863755
4.43299684407,8.47738796474
5.14484453834,8.29046106135
5.07116702899,8.32727221797
4.07429149103,5.3818663212199995
5.4137134725400005,9.59683923494
3.94968556753,6.75944943309
3.94951555247,7.068619312869999
4.06910733544,6.773653814859999
4.5277886969,7.64064474385
5.7208611048,8.61621341879
3.7271908575,7.6170380429
4.22393530588,8.09594751348
4.1969661813,7.268937048910001
4.2671420707,6.793371899430001
4.21350185195,5.62953411653
2.1675725102900003,4.54887790841
3.70058702352,7.541483509189999
4.72950823726,7.75657822972
4.29952273216,7.862058402330001
4.46684384521,8.02757430207
3.03209693102,7.120210513019999
3.15610009454,6.28715296469
3.89705617294,6.65412934137
4.43347239909,7.113235177010001
4.0422793221,6.51608443084
5.212485933469999,7.158876577969999
3.90663650084,6.1909387874199995
2.9149868961400003,6.1935216467
5.493504043790001,8.83594109999
2.89073343532,4.53856966951
5.88729804007,9.376568184169999
3.62436930145,6.21650860023
3.2262245516299997,5.08920163987
5.0114598868,8.998218483019999
4.2269998409900005,8.673777037010002
3.99493035626,6.9198342127
4.95757271513,8.223106457
5.18584323629,9.801178553089999
4.167118020859999,8.74542998766
3.14117986949,4.65495829621
